job_title,company_name,job_link,experience,salary,date_posted
Software developer,Intopz Technologies Pvt Ltd,https://www.shine.com/jobs/software-developer/intopz-technologies-pvt-ltd/17824585,3-7,Not Disclosed,Not specified
Senior Software Developer,Foxsense Innovations,https://www.shine.com/jobs/senior-software-developer/foxsense-innovations/17814711,5-9,Not Disclosed,Not specified
Sr. Software Developer,OpenLM,https://www.shine.com/jobs/sr-software-developer/openlm/17817611,5-9,Not Disclosed,Not specified
Sr. Software Developer,DIGGDIGITAL,https://www.shine.com/jobs/sr-software-developer/diggdigital/17829652,2-6,Not Disclosed,Not specified
Embedded Software Developer - Yocto,SARACA,https://www.shine.com/jobs/embedded-software-developer-yocto/saraca/17837931,3-7,Not Disclosed,Not specified
Python Software Developer,Amantya Technologies,https://www.shine.com/jobs/python-software-developer/amantya-technologies/17817977,3-7,Not Disclosed,Not specified
Software Developer - JAVA Full Stack,Scheron Hasler Group,https://www.shine.com/jobs/software-developer-java-full-stack/scheron-hasler-group/17807443,6-10,Not Disclosed,Not specified
Software Developer,OpenLM,https://www.shine.com/jobs/software-developer/openlm/17816295,5-9,Not Disclosed,Not specified
Sr. Software Developer,Staff4Me,https://www.shine.com/jobs/sr-software-developer/staff4me/17817876,5-9,Not Disclosed,Not specified
Embedded Software Developer - Yocto,Saraca Solutions,https://www.shine.com/jobs/embedded-software-developer-yocto/saraca-solutions/17845567,3-7,Not Disclosed,Not specified
System Software Developer,Amrita Vishwa Vidyapeetham,https://www.shine.com/jobs/system-software-developer/amrita-vishwa-vidyapeetham/17851439,2-6,Not Disclosed,Not specified
Senior Software Developer in Test,Vena Solutions,https://www.shine.com/jobs/senior-software-developer-in-test/vena-solutions/17837046,6-10,Not Disclosed,Not specified
FEA Software Developer,Paanduv,https://www.shine.com/jobs/fea-software-developer/paanduv/17878138,3-7,Not Disclosed,Not specified
Senior Backend Developer Role  Senior Software Engineer,People First Consultants Pvt Ltd,https://www.shine.com/jobs/senior-backend-developer-role-senior-software-engineer/people-first-consultants-pvt-ltd/17663311,8-13,Not Disclosed,Not specified
Software Developer,Tark Technologies,https://www.shine.com/jobs/software-developer/tark-technologies/17841280,3-7,Not Disclosed,Not specified
Software Developer,SPARC CYBERTECH PRIVATE LIMITED,https://www.shine.com/jobs/software-developer/sparc-cybertech-private-limited/17868746,3-8,Not Disclosed,Not specified
Senior Software Developers,TeamIn Technologies Pvt Ltd,https://www.shine.com/jobs/senior-software-developers/teamin-technologies-pvt-ltd/17874788,2-6,Not Disclosed,Not specified
Staff Software Developer,Riskonnect Inc,https://www.shine.com/jobs/staff-software-developer/riskonnect-inc/17854366,8-12,Not Disclosed,Not specified
Software Developer (C/C++) Application/Tools Focus,7HillsCyberWall,https://www.shine.com/jobs/software-developer-c-c-application-tools-focus/7hillscyberwall/17877356,3-7,Not Disclosed,Not specified
AI Software Developer - Apps,Standard Chartered,https://www.shine.com/jobs/ai-software-developer-apps/standard-chartered/17829252,4-8,Not Disclosed,Not specified
Application Software Developer,Secure Meters Limited,https://www.shine.com/jobs/application-software-developer/secure-meters-limited/17820200,5-9,Not Disclosed,Not specified
Principal Software Developer - Oracle Health,Oracle,https://www.shine.com/jobs/principal-software-developer-oracle-health/oracle/17829169,8-12,Not Disclosed,Not specified
Embedded Software Developer,Embedos Engineering,https://www.shine.com/jobs/embedded-software-developer/embedos-engineering/17830675,3-7,Not Disclosed,Not specified
Software Developer 2,Oracle,https://www.shine.com/jobs/software-developer-2/oracle/17803523,5-9,Not Disclosed,Not specified
Senior Software Developer (Full Stack),Wood,https://www.shine.com/jobs/senior-software-developer-full-stack/wood/17819606,5-10,Not Disclosed,Not specified
Software Developer,Wood,https://www.shine.com/jobs/software-developer/wood/17816404,5-10,Not Disclosed,Not specified
Software Developer,A.P. Moller - Maersk,https://www.shine.com/jobs/software-developer/ap-moller-maersk/17823610,3-7,Not Disclosed,Not specified
Senior Embedded Software Developer,Bison Global Search,https://www.shine.com/jobs/senior-embedded-software-developer/bison-global-search/17836630,4-9,Not Disclosed,Not specified
Software Developer,Spotmies LLP,https://www.shine.com/jobs/software-developer/spotmies-llp/17849946,3-7,Not Disclosed,Not specified
DEVELOPER / SR. SOFTWARE DEVELOPER,Infoicon Technologies,https://www.shine.com/jobs/developer-sr-software-developer/infoicon-technologies/17770494,3-7,Not Disclosed,Not specified
Software Developer,Infinite Computer Solutions,https://www.shine.com/jobs/software-developer/infinite-computer-solutions/17767609,8-12,Not Disclosed,Not specified
Junior Software Developer,SSterling Workforce Enterprises Private Limited,https://www.shine.com/jobs/junior-software-developer/ssterling-workforce-enterprises-private-limited/17819477,2-6,Not Disclosed,Not specified
Senior Software Developer,Samplify,https://www.shine.com/jobs/senior-software-developer/samplify/17820005,5-9,Not Disclosed,Not specified
Software Developer,Credence Global Solutions,https://www.shine.com/jobs/software-developer/credence-global-solutions/17827953,3-7,Not Disclosed,Not specified
Software Developer,HARMAN India,https://www.shine.com/jobs/software-developer/harman-india/17828476,2-6,Not Disclosed,Not specified
Software Developer Power Electronics,Siemens,https://www.shine.com/jobs/software-developer-power-electronics/siemens/17837282,5-9,Not Disclosed,Not specified
Software Developer,Livelihood Systems,https://www.shine.com/jobs/software-developer/livelihood-systems/17844306,4-8,Not Disclosed,Not specified
Software Developer for AI Products,Linde@India,https://www.shine.com/jobs/software-developer-for-ai-products/lindeindia/17846769,2-6,Not Disclosed,Not specified
Software Developer in .Net & Angular,People Prime Worldwide,https://www.shine.com/jobs/software-developer-in-net-angular/people-prime-worldwide/17851437,5-9,Not Disclosed,Not specified
Software Developer,Babcock Power APAC Pvt. Ltd.,https://www.shine.com/jobs/software-developer/babcock-power-apac-pvt-ltd/17816077,5-9,Not Disclosed,Not specified
Software Developer,Primoris Systems LLC,https://www.shine.com/jobs/software-developer/primoris-systems-llc/17816285,6-10,Not Disclosed,Not specified
Software Developer,Harman International,https://www.shine.com/jobs/software-developer/harman-international/17817252,5-9,Not Disclosed,Not specified
Software Developer,APPIT Software Inc,https://www.shine.com/jobs/software-developer/appit-software-inc/17818138,9-13,Not Disclosed,Not specified
Senior Software Developer,Mastercard,https://www.shine.com/jobs/senior-software-developer/mastercard/17819132,5-9,Not Disclosed,Not specified
Software Developer,Resemble Systems,https://www.shine.com/jobs/software-developer/resemble-systems/17823843,5-9,Not Disclosed,Not specified
Software Developer,Elchemy,https://www.shine.com/jobs/software-developer/elchemy/17823911,2-6,Not Disclosed,Not specified
Software Developer,Barclays,https://www.shine.com/jobs/software-developer/barclays/17825914,5-9,Not Disclosed,Not specified
Software Developer,Stellantis,https://www.shine.com/jobs/software-developer/stellantis/17828805,5-9,Not Disclosed,Not specified
AVP - Software Developer,Golden Opportunities,https://www.shine.com/jobs/avp-software-developer/golden-opportunities/17841671,4-8,Not Disclosed,Not specified
Software Developer .NET Technologies,Team Tranquil Software Solutions,https://www.shine.com/jobs/software-developer-net-technologies/team-tranquil-software-solutions/17808132,2-6,Not Disclosed,Not specified
Sr. Software Developer - PHP,Kite Web Technologies,https://www.shine.com/jobs/sr-software-developer-php/kite-web-technologies/17817316,6-10,Not Disclosed,Not specified
Senior Software Developer - Full Stack,keka,https://www.shine.com/jobs/senior-software-developer-full-stack/keka/17819088,6-10,Not Disclosed,Not specified
Full Stack Senior Software Developer,Siemens,https://www.shine.com/jobs/full-stack-senior-software-developer/siemens/17819899,5-9,Not Disclosed,Not specified
Associate Software Developer - Full Stack Engineering,Foxsense Innovations,https://www.shine.com/jobs/associate-software-developer-full-stack-engineering/foxsense-innovations/17822161,2-6,Not Disclosed,Not specified
Software Developer,Samplify,https://www.shine.com/jobs/software-developer/samplify/17824113,3-7,Not Disclosed,Not specified
Senior Software Developer,dSPACE,https://www.shine.com/jobs/senior-software-developer/dspace/17825564,5-9,Not Disclosed,Not specified
Senior Software Developer,Siemens,https://www.shine.com/jobs/senior-software-developer/siemens/17825715,5-9,Not Disclosed,Not specified
Software Developer,Bull's Catch Securities,https://www.shine.com/jobs/software-developer/bulls-catch-securities/17826754,3-7,Not Disclosed,Not specified
Full Stack Software Developer,ABM Technomatrix Pvt. Ltd.,https://www.shine.com/jobs/full-stack-software-developer/abm-technomatrix-pvt-ltd/17835614,3-7,Not Disclosed,Not specified
Software Developer in Delhi,FrAIday,https://www.shine.com/jobs/software-developer-in-delhi/fraiday/17808073,3-7,Not Disclosed,Not specified
Software Developer - Backend / Fullstack Language Agnostic,Billow People Services,https://www.shine.com/jobs/software-developer-backend-fullstack-language-agnostic/billow-people-services/17813372,3-7,Not Disclosed,Not specified
Senior Associate Software Developer,HARMAN India,https://www.shine.com/jobs/senior-associate-software-developer/harman-india/17814567,2-6,Not Disclosed,Not specified
Software Developer - Java Mid-Tier,HARMAN India,https://www.shine.com/jobs/software-developer-java-mid-tier/harman-india/17817935,5-9,Not Disclosed,Not specified
Software Developer - Java Full Stack,HARMAN India,https://www.shine.com/jobs/software-developer-java-full-stack/harman-india/17818361,5-9,Not Disclosed,Not specified
Software Developer (Digital Front End),ComfNet Solutions GmbH,https://www.shine.com/jobs/software-developer-digital-front-end/comfnet-solutions-gmbh/17815618,7-11,Not Disclosed,Not specified
Senior Associate - Software Developer - Java GO-lang Mid-Tier,HARMAN India,https://www.shine.com/jobs/senior-associate-software-developer-java-go-lang-mid-tier/harman-india/17819823,2-6,Not Disclosed,Not specified
Software Developer in Test - Contract Hiring,Golden Opportunities,https://www.shine.com/jobs/software-developer-in-test-contract-hiring/golden-opportunities/17858823,9-13,Not Disclosed,Not specified
Software Developer,Nivid Solutions Pvt Ltd,https://www.shine.com/jobs/software-developer/nivid-solutions-pvt-ltd/17862914,3-7,Not Disclosed,Not specified
Software Developer (MERN Stack),TRU IT,https://www.shine.com/jobs/software-developer-mern-stack/tru-it/17866329,2-6,Not Disclosed,Not specified
Senior Software Developer & Analyst,GreenLife Insurance Broking,https://www.shine.com/jobs/senior-software-developer-analyst/greenlife-insurance-broking/17867593,2-6,Not Disclosed,Not specified
Software Developers / Senior Software Developers,MADSmania Edutech,https://www.shine.com/jobs/software-developers-senior-software-developers/madsmania-edutech/17870872,2-6,Not Disclosed,Not specified
Software Developer,Indian Institute for Human Settlements,https://www.shine.com/jobs/software-developer/indian-institute-for-human-settlements/17872665,3-7,Not Disclosed,Not specified
Fullstack Software Developer,Ispeck Digital Solutions,https://www.shine.com/jobs/fullstack-software-developer/ispeck-digital-solutions/17872739,4-8,Not Disclosed,Not specified
Software Developer,The Future University,https://www.shine.com/jobs/software-developer/the-future-university/17836814,3-7,Not Disclosed,Not specified
Software Developer Desktop/Web Applications,BEO Software Private Limited,https://www.shine.com/jobs/software-developer-desktop-web-applications/beo-software-private-limited/17840898,3-7,Not Disclosed,Not specified
Senior Software Developer - Full Stack,Dataction Analytics Private Limited,https://www.shine.com/jobs/senior-software-developer-full-stack/dataction-analytics-private-limited/17843339,6-10,Not Disclosed,Not specified
Senior Software Developer,"iitjobs, Inc.",https://www.shine.com/jobs/senior-software-developer/iitjobs-inc/17844909,3-7,Not Disclosed,Not specified
Software Developer,BoldTek India Private Limited,https://www.shine.com/jobs/software-developer/boldtek-india-private-limited/17860764,2-6,Not Disclosed,Not specified
Software Developer IoT Edge,EagleBurgmann,https://www.shine.com/jobs/software-developer-iot-edge/eagleburgmann/17863434,3-7,Not Disclosed,Not specified
Sr. Software Developer,Prime Placement,https://www.shine.com/jobs/sr-software-developer/prime-placement/17864525,5-9,Not Disclosed,Not specified
Senior Software Developer - Java,ElasticDevs,https://www.shine.com/jobs/senior-software-developer-java/elasticdevs/17865940,4-8,Not Disclosed,Not specified
Software Developer (CRM sustaining capability),Amrapali.org,https://www.shine.com/jobs/software-developer-crm-sustaining-capability/amrapaliorg/17866632,4-8,Not Disclosed,Not specified
Software Developer (Java),Giesecke+Devrient,https://www.shine.com/jobs/software-developer-java/gieseckedevrient/17863334,3-7,Not Disclosed,Not specified
Senior Software Developer (React Native),TRU IT,https://www.shine.com/jobs/senior-software-developer-react-native/tru-it/17864724,3-7,Not Disclosed,Not specified
Software Developer 1,SOTI,https://www.shine.com/jobs/software-developer-1/soti/17864845,2-6,Not Disclosed,Not specified
Mid-Level Software Developer,ABC Fitness,https://www.shine.com/jobs/mid-level-software-developer/abc-fitness/17864889,2-6,Not Disclosed,Not specified
Software Developers,Future Solution Centre,https://www.shine.com/jobs/software-developers/future-solution-centre/17868172,10-20,Not Disclosed,Not specified
Software Developer (Java),Versatile Mobitech,https://www.shine.com/jobs/software-developer-java/versatile-mobitech/17873730,2-6,Not Disclosed,Not specified
Core Java Software Developer,Envestnet,https://www.shine.com/jobs/core-java-software-developer/envestnet/17875149,2-6,Not Disclosed,Not specified
Senior Software Developer,GALTech Technologies Pvt Ltd,https://www.shine.com/jobs/senior-software-developer/galtech-technologies-pvt-ltd/17875841,2-6,Not Disclosed,Not specified
Software Developer (Mid to Senior),Crypto.com,https://www.shine.com/jobs/software-developer-mid-to-senior/cryptocom/17878667,4-8,Not Disclosed,Not specified
Senior Software Developer (Java),Prognova,https://www.shine.com/jobs/senior-software-developer-java/prognova/17880107,6-10,Not Disclosed,Not specified
Frontend Software Developer,EaseMyTrip,https://www.shine.com/jobs/frontend-software-developer/easemytrip/17874837,3-8,Not Disclosed,Not specified
Software Developer (.Net Developer),AaNeel Infotech,https://www.shine.com/jobs/software-developer-net-developer/aaneel-infotech/17875158,2-6,Not Disclosed,Not specified
Senior Software Developer,Ebitaus,https://www.shine.com/jobs/senior-software-developer/ebitaus/17876592,5-9,Not Disclosed,Not specified
Senior Software Developer,PremTriX,https://www.shine.com/jobs/senior-software-developer/premtrix/17879915,5-9,Not Disclosed,Not specified
Software Developer - Nodejs with Koa Framework and TypeScript,Freelancer,https://www.shine.com/jobs/software-developer-nodejs-with-koa-framework-and-typescript/freelancer/17865448,2-6,Not Disclosed,Not specified
"Software Developer - C++, Windows",Siemens,https://www.shine.com/jobs/software-developer-c-windows/siemens/17866621,3-7,Not Disclosed,Not specified
Software Developers (Full Stack MERN),Metayb,https://www.shine.com/jobs/software-developers-full-stack-mern/metayb/17871317,3-10,Not Disclosed,Not specified
Software Developer,SOTI Inc.,https://www.shine.com/jobs/software-developer/soti-inc/17880857,2-6,Not Disclosed,Not specified
Senior Software Developer - Oracle Health,Oracle,https://www.shine.com/jobs/senior-software-developer-oracle-health/oracle/17829172,5-9,Not Disclosed,Not specified
Software Developer (.Net + Python),SpringerNature,https://www.shine.com/jobs/software-developer-net-python/springernature/17838827,3-7,Not Disclosed,Not specified
Software Developer,Emerson,https://www.shine.com/jobs/software-developer/emerson/17839192,5-9,Not Disclosed,Not specified
Senior Associate Software Developer,Harman International,https://www.shine.com/jobs/senior-associate-software-developer/harman-international/17839671,2-6,Not Disclosed,Not specified
Software Developer - Java GO-lang Mid-Tier,Harman International,https://www.shine.com/jobs/software-developer-java-go-lang-mid-tier/harman-international/17839744,5-9,Not Disclosed,Not specified
Software Developer (.NET & Angular),WE Excel Software Pvt. Ltd.,https://www.shine.com/jobs/software-developer-net-angular/we-excel-software-pvt-ltd/17842529,3-7,Not Disclosed,Not specified
Software Developer,Novatech Software Pvt Ltd,https://www.shine.com/jobs/software-developer/novatech-software-pvt-ltd/17852470,3-7,Not Disclosed,Not specified
Sr. Software Developer,Cargoflash Infotech,https://www.shine.com/jobs/sr-software-developer/cargoflash-infotech/17822248,3-7,Not Disclosed,Not specified
Junior Software Developer,Cinntra,https://www.shine.com/jobs/junior-software-developer/cinntra/17829205,5-9,Not Disclosed,Not specified
Sr. Software Developer,Lone Oak Solutions,https://www.shine.com/jobs/sr-software-developer/lone-oak-solutions/17807322,8-12,Not Disclosed,Not specified
Senior OFM Backend Software Developer,Sensia Global,https://www.shine.com/jobs/senior-ofm-backend-software-developer/sensia-global/17809244,20-24,Not Disclosed,Not specified
Software Developer,PureSoftware Ltd,https://www.shine.com/jobs/software-developer/puresoftware-ltd/17825848,2-6,Not Disclosed,Not specified
Software Developer,ZURU Tech India Pvt. Ltd.,https://www.shine.com/jobs/software-developer/zuru-tech-india-pvt-ltd/17835679,3-7,Not Disclosed,Not specified
Senior Software Developer,TraceNcode Technologies,https://www.shine.com/jobs/senior-software-developer/tracencode-technologies/17812918,5-9,Not Disclosed,Not specified
Devops Engineer,HYRE GLOBAL RECRUITMENT AND SERVICES PRIVATE LIMITED,https://www.shine.com/jobs/devops-engineer/hyre-global-recruitment-and-services-private-limited/17948212,4-8,Not Disclosed,Not specified
Devops Engineer,Sunil Kumar,https://www.shine.com/jobs/devops-engineer/sunil-kumar/17862071,13-21,Not Disclosed,Not specified
Devops Engineer,WV OUTSOURCING PRIVATE LIMITED,https://www.shine.com/jobs/devops-engineer/wv-outsourcing-private-limited/17889939,5-10,Not Disclosed,Not specified
Cloud Devops Engineer,Webomindapps,https://www.shine.com/jobs/cloud-devops-engineer/webomindapps/17967507,3-7,Not Disclosed,Not specified
Infrastructure and DevOps Engineer,Intel Corporation,https://www.shine.com/jobs/infrastructure-and-devops-engineer/intel-corporation/17969216,5-9,Not Disclosed,Not specified
DevOps Engineer,Capital Placement Services,https://www.shine.com/jobs/devops-engineer/capital-placement-services/17955751,2-7,Not Disclosed,Not specified
DevOps Engineer,amdocs,https://www.shine.com/jobs/devops-engineer/amdocs/17964330,3-7,Not Disclosed,Not specified
DevOps Engineer,Quintype Services,https://www.shine.com/jobs/devops-engineer/quintype-services/17962776,4-8,Not Disclosed,Not specified
Lead DevOps Engineer,Sony India Software Centre,https://www.shine.com/jobs/lead-devops-engineer/sony-india-software-centre/17973705,7-11,Not Disclosed,Not specified
Expert DevOps Engineer,SAP,https://www.shine.com/jobs/expert-devops-engineer/sap/17971760,5-9,Not Disclosed,Not specified
Devops Engineer,Saffo Solution Technology,https://www.shine.com/jobs/devops-engineer/saffo-solution-technology/17960280,3-7,Not Disclosed,Not specified
DevOps Engineer,Arm,https://www.shine.com/jobs/devops-engineer/arm/17960852,3-7,Not Disclosed,Not specified
Associate DevOps Engineer - SAP FI/CO,DHL,https://www.shine.com/jobs/associate-devops-engineer-sap-fi-co/dhl/17960789,2-6,Not Disclosed,Not specified
"Build Release , DevOps Engineer",Cisco,https://www.shine.com/jobs/build-release-devops-engineer/cisco/17954424,5-11,Not Disclosed,Not specified
DevOps Engineers,E2E Infoware Management Services,https://www.shine.com/jobs/devops-engineers/e2e-infoware-management-services/17972092,3-7,Not Disclosed,Not specified
AWS DevOps Engineer Internship,URE Legal Advocates,https://www.shine.com/jobs/aws-devops-engineer-internship/ure-legal-advocates/17973424,2-6,Not Disclosed,Not specified
Public Cloud DevOps Engineer,VSquare Systems Pvt. Ltd.,https://www.shine.com/jobs/public-cloud-devops-engineer/vsquare-systems-pvt-ltd/17959314,3-7,Not Disclosed,Not specified
Sr. DevOps Engineer - Azure,Simform,https://www.shine.com/jobs/sr-devops-engineer-azure/simform/17967778,4-8,Not Disclosed,Not specified
DevOps Engineer  In Luxembourg - Germany - Sweden - Ireland - UK,VSC INTERNATIONAL PRIVATE LIMITED,https://www.shine.com/jobs/devops-engineer-jobs-in-luxembourg-germany-sweden-ireland-uk/vsc-international-private-limited/17801731,2-7,Not Disclosed,Not specified
Senior Python DevOps Engineer,Net Connect Private Limited,https://www.shine.com/jobs/senior-python-devops-engineer/net-connect-private-limited/17662853,6-9,Not Disclosed,Not specified
DevOps Engineer - Cloud Infrastructure,CredFlow,https://www.shine.com/jobs/devops-engineer-cloud-infrastructure/credflow/17956232,2-6,Not Disclosed,Not specified
Senior Devops Engineer,Worldpay,https://www.shine.com/jobs/senior-devops-engineer/worldpay/17967737,5-9,Not Disclosed,Not specified
Devops Engineer (GCP),iamneo - An NIIT Venture,https://www.shine.com/jobs/devops-engineer-gcp/iamneo-an-niit-venture/17972058,2-6,Not Disclosed,Not specified
DevOps Engineer,Virtusa,https://www.shine.com/jobs/devops-engineer/virtusa/17964976,5-9,Not Disclosed,Not specified
SAP Security DevOps Engineer,Johnson Controls,https://www.shine.com/jobs/sap-security-devops-engineer/johnson-controls/17961277,3-7,Not Disclosed,Not specified
DevOps Engineer,Golden Opportunities,https://www.shine.com/jobs/devops-engineer/golden-opportunities/17964942,5-9,Not Disclosed,Not specified
Principal DevOps Engineer,Anblicks,https://www.shine.com/jobs/principal-devops-engineer/anblicks/17967844,10-14,Not Disclosed,Not specified
Senior DevOps Engineer (AWS),Nimesa,https://www.shine.com/jobs/senior-devops-engineer-aws/nimesa/17967040,8-12,Not Disclosed,Not specified
Associate DevOps Engineer - Support Engineer (SAP BASIS & SAP HANA),SAP,https://www.shine.com/jobs/associate-devops-engineer-support-engineer-sap-basis-sap-hana/sap/17960826,3-7,Not Disclosed,Not specified
Senior DevOps Engineer (SAP Basis & S/4HANA),SAP,https://www.shine.com/jobs/senior-devops-engineer-sap-basis-s-4hana/sap/17975083,5-9,Not Disclosed,Not specified
Azure Devops Engineer,Wayvida,https://www.shine.com/jobs/azure-devops-engineer/wayvida/17958467,5-9,Not Disclosed,Not specified
Hybrid - AWS DevOps Engineer and Java development - Offshore,KPG99 INC,https://www.shine.com/jobs/hybrid-aws-devops-engineer-and-java-development-offshore/kpg99-inc/17976437,5-10,Not Disclosed,Not specified
Senior DevOps Engineer,Adventus.io,https://www.shine.com/jobs/senior-devops-engineer/adventusio/17979030,4-8,Not Disclosed,Not specified
DevOps Engineer Advisor,NTT DATA North America,https://www.shine.com/jobs/devops-engineer-advisor/ntt-data-north-america/17956464,10-14,Not Disclosed,Not specified
"ServiceNow DevOps Engineer, Integrations",Sanofi,https://www.shine.com/jobs/servicenow-devops-engineer-integrations/sanofi/17979211,2-6,Not Disclosed,Not specified
DevOps Engineer,HITASOFT TECHNOLOGY SOLUTIONS PRIVATE LIMITED,https://www.shine.com/jobs/devops-engineer/hitasoft-technology-solutions-private-limited/17972904,3-7,Not Disclosed,Not specified
DevOps Engineer,Crisil,https://www.shine.com/jobs/devops-engineer/crisil/17976583,3-7,Not Disclosed,Not specified
DevOps Engineer III,Teladoc Health,https://www.shine.com/jobs/devops-engineer-iii/teladoc-health/17958953,5-9,Not Disclosed,Not specified
Vice President - Full Stack DevOps Engineer,Macquarie Group,https://www.shine.com/jobs/vice-president-full-stack-devops-engineer/macquarie-group/17977381,7-15,Not Disclosed,Not specified
DevOps Engineer,Numentica LLC,https://www.shine.com/jobs/devops-engineer/numentica-llc/17971595,7-11,Not Disclosed,Not specified
DevOps Engineer,INTECH,https://www.shine.com/jobs/devops-engineer/intech/17886029,5-9,Not Disclosed,Not specified
DevOps Engineer,Prismberry,https://www.shine.com/jobs/devops-engineer/prismberry/17889404,5-9,Not Disclosed,Not specified
DevOps Engineer ETL & Scrum Master,Squalas,https://www.shine.com/jobs/devops-engineer-etl-scrum-master/squalas/17886679,3-10,Not Disclosed,Not specified
DevOps Engineer  (MLOPs),Onelab Ventures,https://www.shine.com/jobs/devops-engineer-mlops/onelab-ventures/17890419,7-11,Not Disclosed,Not specified
Senior DevOps Engineer,PeerLogic Systems,https://www.shine.com/jobs/senior-devops-engineer/peerlogic-systems/17892818,5-9,Not Disclosed,Not specified
AWS/Azure/GCP Devops Engineer,Innova ESI,https://www.shine.com/jobs/aws-azure-gcp-devops-engineer/innova-esi/17893026,3-15,Not Disclosed,Not specified
Part-Time DevOps Engineer,Intellion Technologies Pvt Ltd,https://www.shine.com/jobs/part-time-devops-engineer/intellion-technologies-pvt-ltd/17893850,5-9,Not Disclosed,Not specified
DevOps Engineer (Architect),VidPro Consultancy Services,https://www.shine.com/jobs/devops-engineer-architect/vidpro-consultancy-services/17904041,14-18,Not Disclosed,Not specified
DevOps Engineer,AlphaV,https://www.shine.com/jobs/devops-engineer/alphav/17927535,3-7,Not Disclosed,Not specified
Senior DevOps Engineer,CareerXperts Consulting,https://www.shine.com/jobs/senior-devops-engineer/careerxperts-consulting/17929749,5-9,Not Disclosed,Not specified
AWS DevOps Engineer,Meraqui,https://www.shine.com/jobs/aws-devops-engineer/meraqui/17926365,5-10,Not Disclosed,Not specified
DevOps Engineer & Python Developer,AryaXAI,https://www.shine.com/jobs/devops-engineer-python-developer/aryaxai/17934258,3-7,Not Disclosed,Not specified
DevOps Engineer,Intellion Technologies Pvt Ltd,https://www.shine.com/jobs/devops-engineer/intellion-technologies-pvt-ltd/17940646,5-9,Not Disclosed,Not specified
DevOps Engineer,Zema Global Data Corporation,https://www.shine.com/jobs/devops-engineer/zema-global-data-corporation/17940875,5-9,Not Disclosed,Not specified
Devops Engineer,NatWest Group,https://www.shine.com/jobs/devops-engineer/natwest-group/17948470,12-16,Not Disclosed,Not specified
Founding DevOps Engineer,AlgoTest (YC S22),https://www.shine.com/jobs/founding-devops-engineer/algotest-yc-s22/17908480,2-6,Not Disclosed,Not specified
Linux K8s DevOps Engineer,GiGa-Ops Global Solutions,https://www.shine.com/jobs/linux-k8s-devops-engineer/giga-ops-global-solutions/17911182,3-7,Not Disclosed,Not specified
"DevOps Engineer, Enterprise Automation",KONE,https://www.shine.com/jobs/devops-engineer-enterprise-automation/kone/17911324,8-12,Not Disclosed,Not specified
Azure DevOps Engineer,AviinTech Business Solutions,https://www.shine.com/jobs/azure-devops-engineer/aviintech-business-solutions/17952083,3-7,Not Disclosed,Not specified
DevOps Engineer - L2,Wipro Limited,https://www.shine.com/jobs/devops-engineer-l2/wipro-limited/17952607,3-7,Not Disclosed,Not specified
Quality Cloud Architect (Lead DevOps Engineer),ClearRoute,https://www.shine.com/jobs/quality-cloud-architect-lead-devops-engineer/clearroute/17819770,8-12,Not Disclosed,Not specified
DevOps Engineer Azure,RevInfotech,https://www.shine.com/jobs/devops-engineer-azure/revinfotech/17839944,3-7,Not Disclosed,Not specified
Senior DevOps Engineer Automation/Configuration Management,MNJ Software,https://www.shine.com/jobs/senior-devops-engineer-automation-configuration-management/mnj-software/17872904,3-7,Not Disclosed,Not specified
Tibco iProcess & Devops Engineer,Squalas,https://www.shine.com/jobs/tibco-iprocess-devops-engineer/squalas/17886638,7-15,Not Disclosed,Not specified
SRE DevOps Engineer,Brillio,https://www.shine.com/jobs/sre-devops-engineer/brillio/17885760,3-7,Not Disclosed,Not specified
Azure Devops Engineer,Quess IT Staffing,https://www.shine.com/jobs/azure-devops-engineer/quess-it-staffing/17890216,4-8,Not Disclosed,Not specified
Senior Cloud DevOps Engineer,Teradata,https://www.shine.com/jobs/senior-cloud-devops-engineer/teradata/17930521,6-10,Not Disclosed,Not specified
Associate Lead DevOps Engineer,Ouro,https://www.shine.com/jobs/associate-lead-devops-engineer/ouro/17946680,8-12,Not Disclosed,Not specified
DevOps Engineer,Infinity Soft Systems,https://www.shine.com/jobs/devops-engineer/infinity-soft-systems/17917498,3-7,Not Disclosed,Not specified
Senior Devops Engineer,NEC Software Solutions (India),https://www.shine.com/jobs/senior-devops-engineer/nec-software-solutions-india/17942522,5-9,Not Disclosed,Not specified
DevOps Engineer,"MaxVal Group, Inc.",https://www.shine.com/jobs/devops-engineer/maxval-group-inc/17914706,4-8,Not Disclosed,Not specified
DevOps Engineer,Albatronix,https://www.shine.com/jobs/devops-engineer/albatronix/17934751,5-9,Not Disclosed,Not specified
DevOps Engineer EOCM,GlobalLogic,https://www.shine.com/jobs/devops-engineer-eocm/globallogic/17888783,6-10,Not Disclosed,Not specified
DevOps Engineer,Emilo Ventures Private Limited,https://www.shine.com/jobs/devops-engineer/emilo-ventures-private-limited/17886347,2-6,Not Disclosed,Not specified
GCP DevOps Engineer,QuantumBricks,https://www.shine.com/jobs/gcp-devops-engineer/quantumbricks/17889525,3-7,Not Disclosed,Not specified
MERN and DevOps Engineer,Albatross Marine Inc,https://www.shine.com/jobs/mern-and-devops-engineer/albatross-marine-inc/17890172,3-7,Not Disclosed,Not specified
