job title,company name,job link,experience,salary,date posted
SAP FICO Consultant,Korcomptenz Consultancy,https://www.naukri.com/job-listings-sap-fico-consultant-korcomptenz-consultancy-chennai-9-to-13-years-131025022890,9-13 Yrs,Not Disclosed,2 days ago
Sap Abap Consultant,Korcomptenz Consultancy,https://www.naukri.com/job-listings-sap-abap-consultant-korcomptenz-consultancy-chennai-10-to-13-years-131025021216,10-13 Yrs,Not Disclosed,4 days ago
Sap Basis Consultant,Korcomptenz Consultancy,https://www.naukri.com/job-listings-sap-basis-consultant-korcomptenz-consultancy-chennai-5-to-10-years-131025021113,5-10 Yrs,Not Disclosed,2 days ago
Oracle Fusion ERP Technical Consultant,.,https://www.naukri.com/job-listings-oracle-fusion-erp-technical-consultant-hiresquad-bengaluru-5-to-10-years-131025018437,5-10 Yrs,Not Disclosed,4 days ago
Senior Developer - IBMi,Databorough India,https://www.naukri.com/job-listings-senior-developer-ibmi-databorough-india-lucknow-7-to-12-years-131025018329,7-12 Yrs,Not Disclosed,4 days ago
Oracle Fusion/Cloud HCM Functional Consultant,.,https://www.naukri.com/job-listings-oracle-fusion-cloud-hcm-functional-consultant-hiresquad-bengaluru-7-to-12-years-131025017682,7-12 Yrs,Not Disclosed,4 days ago
Key Account Manager II,Donaldson India Filter Systems,https://www.naukri.com/job-listings-key-account-manager-ii-donaldson-india-filter-systems-ahmedabad-7-to-12-years-131025013781,7-12 Yrs,Not Disclosed,4 days ago
Lead DevOps Engineer,NGI Ventures,https://www.naukri.com/job-listings-lead-devops-engineer-ngi-ventures-greater-noida-8-to-13-years-131025011734,8-13 Yrs,Not Disclosed,4 days ago
ServiceNow IRM Engineer-Operational Resilience-GRC 6+ Yrs C2H,Greetings from BCforward INDIA TECHNOLOGIES PRIVATE LIMITED.,https://www.naukri.com/job-listings-servicenow-irm-engineer-operational-resilience-grc-6-yrs-c2h-bcforward-bengaluru-6-to-11-years-131025011317,6-11 Yrs,Not Disclosed,4 days ago
Senior Statistical Programmer,IQVIA,https://www.naukri.com/job-listings-senior-statistical-programmer-iqvia-bengaluru-9-to-14-years-131025007428,9-14 Yrs,Not Disclosed,4 days ago
Magic XPA Developer,Trantor,https://www.naukri.com/job-listings-magic-xpa-developer-trantor-chandigarh-10-to-15-years-131025007388,10-15 Yrs,Not Disclosed,4 days ago
Windchill Developer,JSM Consulting Inc,https://www.naukri.com/job-listings-windchill-developer-jsm-consulting-inc-pune-5-to-10-years-131025007079,5-10 Yrs,Not Disclosed,4 days ago
Senior Performance Test Engineer,Trantor,https://www.naukri.com/job-listings-senior-performance-test-engineer-trantor-chandigarh-10-to-15-years-131025006968,10-15 Yrs,Not Disclosed,4 days ago
Oracle Costing Specialist- Remote,Iitjobs Inc.,https://www.naukri.com/job-listings-oracle-costing-specialist-remote-iitjobs-inc-bengaluru-10-to-15-years-131025006851,10-15 Yrs,Not Disclosed,4 days ago
RPA Developer(Power Automate Desktop),Vertex Computer Systems,https://www.naukri.com/job-listings-rpa-developer-power-automate-desktop-vertex-computer-systems-hyderabad-6-to-11-years-131025005617,6-11 Yrs,Not Disclosed,4 days ago
PMS Deployment Lead,FCS Software Solutions,https://www.naukri.com/job-listings-pms-deployment-lead-fcs-software-solutions-noida-7-to-12-years-131025002914,7-12 Yrs,Not Disclosed,4 days ago
Territory Sales Manager,Into Lubricants Oil Business,https://www.naukri.com/job-listings-territory-sales-manager-manpowergroup-services-india-jaipur-8-to-13-years-131025001971,8-13 Yrs,Not Disclosed,4 days ago
Immediate joiners_ Cloud ALM with Sap basis security,Client Of H&M,https://www.naukri.com/job-listings-immediate-joiners-cloud-alm-with-sap-basis-security-h-b-hr-solutions-bengaluru-9-to-14-years-131025001948,9-14 Yrs,Not Disclosed,4 days ago
Executive Assistant - CEO,Straive,https://www.naukri.com/job-listings-executive-assistant-ceo-straive-chennai-7-to-12-years-131025001890,7-12 Yrs,Not Disclosed,4 days ago
Oracle Cpq Developer,NTT DATA,https://www.naukri.com/job-listings-oracle-cpq-developer-anlage-infotech-bengaluru-5-to-10-years-131025001685,5-10 Yrs,Not Disclosed,4 days ago
Sr Mern Stack Lead,Datamatics,https://www.naukri.com/job-listings-sr-mern-stack-lead-datamatics-bengaluru-9-to-14-years-121025003445,9-14 Yrs,Not Disclosed,5 days ago
Senior Data Engineer with MS Fabric,Datamatics,https://www.naukri.com/job-listings-senior-data-engineer-with-ms-fabric-datamatics-bengaluru-6-to-11-years-121025003126,6-11 Yrs,Not Disclosed,3 days ago
.NET Consultant,Infolob Solutions,https://www.naukri.com/job-listings-net-consultant-infolob-solutions-hyderabad-8-to-13-years-120925014731,8-13 Yrs,Not Disclosed,3 days ago
"Java Full Stack (JAVA, Angular, SQL)",Intersoft Data Labs,https://www.naukri.com/job-listings-java-full-stack-java-angular-sql-intersoft-data-labs-gurugram-8-to-13-years-120624005215,8-13 Yrs,Not Disclosed,3 days ago
Master Data Management (MDM) Solution Architect,Pioneer It Systems,https://www.naukri.com/job-listings-master-data-management-mdm-solution-architect-pioneer-it-systems-hyderabad-10-to-20-years-111025016577,10-20 Yrs,Not Disclosed,6 days ago
SDE III-Remote,Cimpress,https://www.naukri.com/job-listings-sde-iii-remote-cimpress-bengaluru-8-to-13-years-111025016254,8-13 Yrs,Not Disclosed,6 days ago
AS/400 Migration Consultant,Synoptek,https://www.naukri.com/job-listings-as-400-migration-consultant-synoptek-ahmedabad-8-to-13-years-111025016112,8-13 Yrs,Not Disclosed,6 days ago
Senior Staff Engineer,Embedtel Technologies Llp,https://www.naukri.com/job-listings-senior-staff-engineer-embedtel-technologies-llp-bengaluru-6-to-11-years-111025013772,6-11 Yrs,Not Disclosed,6 days ago
Slack Technical Specialist,Iitjobs Inc.,https://www.naukri.com/job-listings-slack-technical-specialist-iitjobs-inc-bengaluru-6-to-11-years-111025011539,6-11 Yrs,Not Disclosed,6 days ago
Cloud Architect,Wissen Infotech,https://www.naukri.com/job-listings-cloud-architect-wissen-infotech-bengaluru-7-to-12-years-111025010863,7-12 Yrs,Not Disclosed,6 days ago
Salesforce Testing,Iitjobs Inc.,https://www.naukri.com/job-listings-salesforce-testing-iitjobs-inc-hyderabad-5-to-10-years-111025009767,5-10 Yrs,Not Disclosed,6 days ago
Immediate Job-Dot Net Developer- 9+ yrs-Gainwell-WFH,Gainwell Technologies,https://www.naukri.com/job-listings-immediate-dot-net-developer-9-yrs-gainwell-wfh-gainwell-technologies-chennai-9-to-14-years-111025009463,9-14 Yrs,Not Disclosed,6 days ago
"Backend Engineer (Golang, Python)",Benzinga,https://www.naukri.com/job-listings-backend-engineer-golang-python-benzinga-ahmedabad-7-to-11-years-111025000182,7-11 Yrs,Not Disclosed,1 week ago
Oracle Fusion Supply Chain Management Functional Consultant,Fixity EDX,https://www.naukri.com/job-listings-oracle-fusion-supply-chain-management-functional-consultant-fixity-technologies-bengaluru-8-to-13-years-110925023420,8-13 Yrs,Not Disclosed,3 days ago
Senior AWS Data Engineer,Vidushi Infotech,https://www.naukri.com/job-listings-senior-aws-data-engineer-vidushi-infotech-pune-7-to-12-years-110725013574,7-12 Yrs,Not Disclosed,4 days ago
VoIP & Telecom Developer,Taxwave,https://www.naukri.com/job-listings-voip-telecom-developer-taxwave-hyderabad-5-to-10-years-071025008369,5-10 Yrs,Not Disclosed,5 days ago
Stibo Support Developer,iit jobs,https://www.naukri.com/job-listings-stibo-support-developer-iitjobs-inc-bengaluru-7-to-11-years-070525004734,7-11 Yrs,Not Disclosed,2 days ago
Python Full Stack Engineer,Relevance Lab,https://www.naukri.com/job-listings-python-full-stack-engineer-relevance-lab-bengaluru-6-to-10-years-060825036093,6-10 Yrs,Not Disclosed,2 days ago
Databricks/Snowflake Developers - Freelance,Neuronimbus Software Services,https://www.naukri.com/job-listings-databricks-snowflake-developers-freelance-neuronimbus-software-services-gurugram-6-to-11-years-210825020490,6-11 Yrs,Not Disclosed,1 week ago
CPQ Platform Architect - Salesforce/Conga,Leading Client,https://www.naukri.com/job-listings-cpq-platform-architect-salesforce-conga-zorba-consulting-india-pvt-ltd-hyderabad-10-to-12-years-101025921888,10-12 Yrs,Not Disclosed,1 week ago
"Oracle Primavera P6, Unifier Functional Consultant",Oracle,https://www.naukri.com/job-listings-oracle-primavera-p6-unifier-functional-consultant-oracle-bengaluru-7-to-12-years-101025014389,7-12 Yrs,Not Disclosed,1 week ago
Performance Test Engineer,Disa Consulting Services,https://www.naukri.com/job-listings-performance-test-engineer-disa-consulting-services-bengaluru-7-to-12-years-101025014252,7-12 Yrs,Not Disclosed,1 week ago
Senior Medical Biller,Modulemd Healthcare Solutions,https://www.naukri.com/job-listings-senior-medical-biller-modulemd-healthcare-solutions-pvt-ltd-hyderabad-7-to-11-years-091025041778,7-11 Yrs,Not Disclosed,1 week ago
Sap MM Functional Consultant,IT Resonance Inc,https://www.naukri.com/job-listings-sap-mm-functional-consultant-it-resonance-inc-chennai-9-to-14-years-091025021069,9-14 Yrs,Not Disclosed,1 week ago
Sap Sd Consultant,IT Resonance Inc,https://www.naukri.com/job-listings-sap-sd-consultant-it-resonance-inc-chennai-9-to-14-years-091025020975,9-14 Yrs,Not Disclosed,1 week ago
CPQ Platform Architect - Salesforce/Conga,Leading Client,https://www.naukri.com/job-listings-cpq-platform-architect-salesforce-conga-zorba-consulting-india-pvt-ltd-mumbai-10-to-12-years-081025915786,10-12 Yrs,Not Disclosed,1 week ago
CPQ Platform Architect - Salesforce / Conga,Leading Client,https://www.naukri.com/job-listings-cpq-platform-architect-salesforce-conga-zorba-consulting-india-pvt-ltd-noida-10-to-12-years-081025914957,10-12 Yrs,Not Disclosed,1 week ago
Sr. Technical Support Analyst,FCS Software Solutions,https://www.naukri.com/job-listings-sr-technical-support-analyst-fcs-software-solutions-noida-8-to-13-years-081025014474,8-13 Yrs,Not Disclosed,1 week ago
Mulesoft Integration Developer,Leading Firm in IT Services Sector,https://www.naukri.com/job-listings-mulesoft-integration-developer-vipany-global-solutions-hyderabad-5-to-10-years-071025026550,5-10 Yrs,Not Disclosed,1 week ago
Senior/ Principal Programmer (SAS & R),Veramed Data Services,https://www.naukri.com/job-listings-senior-principal-programmer-sas-r-veramed-data-services-bengaluru-5-to-10-years-071025025422,5-10 Yrs,Not Disclosed,1 week ago
Lead Functional Consultant Dynamics 365,Argano Software,https://www.naukri.com/job-listings-lead-functional-consultant-dynamics-365-argano-software-hyderabad-8-to-13-years-071025025272,8-13 Yrs,Not Disclosed,1 week ago
Salesforce Partner Business Analyst,Bluvium Technologies,https://www.naukri.com/job-listings-salesforce-partner-business-analyst-bluvium-technologies-pune-6-to-10-years-071025015012,6-10 Yrs,Not Disclosed,1 week ago
Project Manager (CyberArk / SailPoint Delivery),FCS Software Solutions,https://www.naukri.com/job-listings-project-manager-cyberark-sailpoint-delivery-fcs-software-solutions-noida-8-to-12-years-071025012890,8-12 Yrs,Not Disclosed,1 week ago
MDM Architect,Akaasa Technologies,https://www.naukri.com/job-listings-mdm-architect-akaasa-infotech-noida-noida-8-to-13-years-071025012741,8-13 Yrs,Not Disclosed,1 week ago
Sap Abap Technical Consultant,LIFE SCIENCE,https://www.naukri.com/job-listings-sap-abap-technical-consultant-yallas-technology-solutions-opc-hyderabad-7-to-12-years-061025017784,7-12 Yrs,Not Disclosed,1 week ago
Oracle Consultant   JD Edwards & NetSuite | Remote,Venpa Staffing,https://www.naukri.com/job-listings-oracle-consultant-jd-edwards-netsuite-remote-venpa-staffing-ahmedabad-10-to-15-years-031025003086,10-15 Yrs,Not Disclosed,2 weeks ago
Solution Architect (AI/ML Specialization),Datametica,https://www.naukri.com/job-listings-solution-architect-ai-ml-specialization-datametica-pune-10-to-18-years-310124007895,10-18 Yrs,Not Disclosed,1 week ago
Hiring Salesforce OMS Developer_Remote,V-Soft,https://www.naukri.com/job-listings-hiring-salesforce-oms-developer-remote-v-soft-consulting-hyderabad-8-to-13-years-290925024683,8-13 Yrs,Not Disclosed,1 week ago
As400 /RPG Developer,Programmers io,https://www.naukri.com/job-listings-as400-rpg-developer-programmers-io-hyderabad-7-to-12-years-290825018904,7-12 Yrs,Not Disclosed,1 week ago
Senior Clinical Programmer,Syneos Health,https://www.naukri.com/job-listings-senior-clinical-programmer-syneos-health-hyderabad-5-to-10-years-290825009714,5-10 Yrs,Not Disclosed,1 week ago
Senior React Native and React.JS Developer,Colan Infotech,https://www.naukri.com/job-listings-senior-react-native-and-react-js-developer-colan-infotech-chennai-7-to-10-years-290525021970,7-10 Yrs,Not Disclosed,1 week ago
Workday Functional Consultant (Certified/ Pro certified),"A global powerhouse in risk, strategy, and people solutions,",https://www.naukri.com/job-listings-workday-functional-consultant-certified-pro-certified-bean-hr-consulting-gurugram-10-to-20-years-280825022472,10-20 Yrs,Not Disclosed,1 week ago
Senior Data Engineer,Aventior Digital,https://www.naukri.com/job-listings-senior-data-engineer-aventior-digital-pune-7-to-12-years-280125012369,7-12 Yrs,Not Disclosed,1 week ago
Senior Salesforce CPQ Development Manager,Avalara Technologies,https://www.naukri.com/job-listings-senior-salesforce-cpq-development-manager-avalara-technologies-pvt-ltd-pune-5-to-10-years-250925901204,5-10 Yrs,Not Disclosed,1 week ago
Senior Azure Devops Engineer,Mitratech India,https://www.naukri.com/job-listings-senior-azure-devops-engineer-mitratech-india-hyderabad-7-to-12-years-250725028916,7-12 Yrs,Not Disclosed,1 week ago
SAP HCM UK Payroll Consultant-Strada Global,Strada India,https://www.naukri.com/job-listings-sap-hcm-uk-payroll-consultant-strada-global-strada-india-hyderabad-9-to-14-years-240925023483,9-14 Yrs,Not Disclosed,1 week ago
Senior Qa Engineer,Sunbelt Consulting Pune,https://www.naukri.com/job-listings-senior-qa-engineer-sunbelt-consulting-pune-pune-8-to-12-years-240925022379,8-12 Yrs,Not Disclosed,1 week ago
Servicenow Developer,Teksystems Global Services,https://www.naukri.com/job-listings-servicenow-developer-teksystems-bengaluru-5-to-10-years-240725028345,5-10 Yrs,Not Disclosed,1 week ago
Sr.Salesforce Developer,Techforce Services,https://www.naukri.com/job-listings-sr-salesforce-developer-techforce-services-jaipur-7-to-12-years-240325001273,7-12 Yrs,Not Disclosed,2 weeks ago
Cloud Operations Manager,Ryte4u Solutions,https://www.naukri.com/job-listings-cloud-operations-manager-ryte4u-solutions-bengaluru-10-to-16-years-230725019552,10-16 Yrs,Not Disclosed,4 days ago
SAP HCM US Payroll - Remote - Strada,Strada India,https://www.naukri.com/job-listings-sap-hcm-us-payroll-remote-strada-strada-india-hyderabad-7-to-12-years-220925026176,7-12 Yrs,Not Disclosed,1 week ago
Cloud Engineer,S2 Tech,https://www.naukri.com/job-listings-cloud-engineer-s2-tech-hyderabad-8-to-13-years-220825026905,8-13 Yrs,Not Disclosed,1 week ago
Senior/Lead Consultant - BODS,SAP BODS and Datamigration remote position,https://www.naukri.com/job-listings-senior-lead-consultant-bods-orgspire-info-technologies-bengaluru-5-to-10-years-220425003036,5-10 Yrs,Not Disclosed,1 week ago
"Java Developer (JSP, Servlets, JDBC)",Intersoft Data Labs,https://www.naukri.com/job-listings-java-developer-jsp-servlets-jdbc-intersoft-data-labs-gurugram-7-to-12-years-190925036044,7-12 Yrs,Not Disclosed,3 days ago
Mongodb Developer,Intersoft Data Labs,https://www.naukri.com/job-listings-mongodb-developer-intersoft-data-labs-gurugram-8-to-13-years-190925035985,8-13 Yrs,Not Disclosed,1 week ago
Dot Net Developer,Innova Solutions,https://www.naukri.com/job-listings-dot-net-developer-innova-solutions-hyderabad-10-to-17-years-190925028387,10-17 Yrs,Not Disclosed,4 days ago
Dot Net Fullstack Developer,Venpa Staffing,https://www.naukri.com/job-listings-dot-net-fullstack-developer-venpa-staffing-bengaluru-6-to-10-years-190825035136,6-10 Yrs,Not Disclosed,1 week ago
"Dot Net Developer (Web Forms, Strong in SQL) - Immediate Joiners",Intersoft Data Labs,https://www.naukri.com/job-listings-dot-net-developer-web-forms-strong-in-sql-immediate-joiners-intersoft-data-labs-gurugram-6-to-11-years-180825022698,6-11 Yrs,Not Disclosed,3 days ago
Full stack Developer (Node.js + React) : Immediate Joiners,Intersoft Data Labs,https://www.naukri.com/job-listings-full-stack-developer-node-js-react-immediate-joiners-intersoft-data-labs-gurugram-6-to-11-years-180825002724,6-11 Yrs,Not Disclosed,1 week ago
Technical Lead-Full Stack,Azuga Telematics,https://www.naukri.com/job-listings-technical-lead-full-stack-azuga-telematics-bengaluru-8-to-12-years-180225015970,8-12 Yrs,Not Disclosed,1 week ago
Technical Lead,Dbiz.ai,https://www.naukri.com/job-listings-technical-lead-dbiz-ai-bengaluru-8-to-13-years-170725029820,8-13 Yrs,Not Disclosed,1 week ago
Mern Stack Developer,"Azuga, a Bridgestone Company",https://www.naukri.com/job-listings-mern-stack-developer-azuga-a-bridgestone-company-bengaluru-7-to-10-years-160525031182,7-10 Yrs,Not Disclosed,1 week ago
Azure Infra Devops Specialist - Gurgaon,Quatrro,https://www.naukri.com/job-listings-azure-infra-devops-specialist-gurgaon-excelvana-gurugram-6-to-10-years-151025929018,6-10 Yrs,Not Disclosed,2 days ago
Reltio MDM Developer (Remote),Apptad,https://www.naukri.com/job-listings-reltio-mdm-developer-remote-excelvana-bengaluru-5-to-10-years-151025928954,5-10 Yrs,Not Disclosed,2 days ago
Data Science Manager For Turing -Remote,Excelvana,https://www.naukri.com/job-listings-data-science-manager-for-turing-remote-excelvana-pune-8-to-13-years-151025928922,8-13 Yrs,Not Disclosed,2 days ago
Profisee MDM Developer,MNC,https://www.naukri.com/job-listings-profisee-mdm-developer-excelvana-bengaluru-5-to-10-years-151025928856,5-10 Yrs,Not Disclosed,2 days ago
Senior C++ Systems Engineer (Network/Storage Domain),Vedabrahmi 360 Services Llp,https://www.naukri.com/job-listings-senior-c-systems-engineer-network-storage-domain-vedabrahmi-360-services-llp-hyderabad-10-to-15-years-151025032623,10-15 Yrs,Not Disclosed,2 days ago
Network Architect - US(B1 Visa Required),Rattan Enterprises,https://www.naukri.com/job-listings-network-architect-us-b1-visa-required-rattan-enterprises-noida-10-to-20-years-151025021256,10-20 Yrs,Not Disclosed,2 days ago
Urgent| Guidewire claim center developer| UK Product MNC,Landmark Worldwide Breakthrough Technologies,https://www.naukri.com/job-listings-urgent-guidewire-claim-center-developer-uk-product-mnc-landmark-worldwide-breakthrough-technologies-gurugram-7-to-12-years-150725012687,7-12 Yrs,Not Disclosed,1 day ago
Intersystem Developer,Mackrel Technology,https://www.naukri.com/job-listings-intersystem-developer-mackrel-technology-hyderabad-8-to-12-years-150425017919,8-12 Yrs,Not Disclosed,1 week ago
Req - Artificial Intelligence Architect (Python Expert) | WFH,Miracle Corporate Solutions,https://www.naukri.com/job-listings-req-artificial-intelligence-architect-python-expert-wfh-miracle-corporate-solutions-bengaluru-6-to-11-years-141025030311,6-11 Yrs,Not Disclosed,3 days ago
Senior Python Developer,"A leading IT company in Technopark, Trivandrum",https://www.naukri.com/job-listings-senior-python-developer-tothr-thiruvananthapuram-8-to-10-years-141025009922,8-10 Yrs,Not Disclosed,4 days ago
Senior AI Development Solutions Engineer,Paramcs Software Services,https://www.naukri.com/job-listings-senior-ai-development-solutions-engineer-paramcs-software-services-pune-5-to-10-years-131025001991,5-10 Yrs,Not Disclosed,4 days ago
Coveo Developer,Skilfil Consultants,https://www.naukri.com/job-listings-coveo-developer-skilfil-consultants-chennai-10-to-20-years-130925006176,10-20 Yrs,Not Disclosed,1 week ago
Infor XA Developer,Programmers io,https://www.naukri.com/job-listings-infor-xa-developer-programmers-io-jaipur-5-to-10-years-130525024893,5-10 Yrs,Not Disclosed,1 week ago
Product Owner,Ensemble Health Partners,https://www.naukri.com/job-listings-product-owner-ensemble-health-partners-hyderabad-8-to-13-years-130125001847,8-13 Yrs,Not Disclosed,4 days ago
Senior/Junior Liferay Developer,One of our client,https://www.naukri.com/job-listings-senior-junior-liferay-developer-sapwood-ventures-lucknow-7-to-12-years-120925006714,7-12 Yrs,Not Disclosed,1 week ago
Freelance PHP Developer with Copilot/Cursor,Aphthartos Technologies,https://www.naukri.com/job-listings-freelance-php-developer-with-copilot-cursor-aphthartos-technologies-hyderabad-5-to-10-years-111025011874,5-10 Yrs,Not Disclosed,6 days ago
Director ESG,Hiregenie,https://www.naukri.com/job-listings-director-esg-hiregenie-bengaluru-10-to-19-years-111025010338,10-19 Yrs,Not Disclosed,6 days ago
Enterprise Data Architect - Azure/ETL,Leading Client,https://www.naukri.com/job-listings-enterprise-data-architect-azure-etl-zorba-consulting-india-pvt-ltd-hyderabad-10-to-12-years-101025921900,10-12 Yrs,Not Disclosed,1 week ago
OpenText Architect - ECM,Leading Client,https://www.naukri.com/job-listings-opentext-architect-ecm-zorba-consulting-india-pvt-ltd-bengaluru-8-to-13-years-101025921044,8-13 Yrs,Not Disclosed,1 week ago
Senior Guidewire & AWS Engineer,Leading Client,https://www.naukri.com/job-listings-senior-guidewire-aws-engineer-zorba-consulting-india-pvt-ltd-bengaluru-8-to-10-years-101025921014,8-10 Yrs,Not Disclosed,1 week ago
Java Full Stack Lead,Intersoft Data Labs,https://www.naukri.com/job-listings-java-full-stack-lead-intersoft-data-labs-gurugram-9-to-14-years-101025029739,9-14 Yrs,Not Disclosed,1 week ago
Java JSP Developer,Intersoft Data Labs,https://www.naukri.com/job-listings-java-jsp-developer-intersoft-data-labs-gurugram-5-to-10-years-101025029723,5-10 Yrs,Not Disclosed,1 week ago
Dot Net Lead,Trantor,https://www.naukri.com/job-listings-dot-net-lead-trantor-chandigarh-9-to-14-years-101025029364,9-14 Yrs,Not Disclosed,1 week ago
Assistant Manager / Team Lead -  TA Operations - Gurugram - 6+ years,Service based Leading B2C/B2B Recruitment Firm,https://www.naukri.com/job-listings-assistant-manager-team-lead-ta-operations-gurugram-6-years-crescendo-global-leadership-hiring-india-gurugram-6-to-11-years-101025028663,6-11 Yrs,Not Disclosed,1 week ago
Oracle JD Edwards Technical Consultant - Immediate Hiring - Remote,Forar Tech,https://www.naukri.com/job-listings-oracle-jd-edwards-technical-consultant-immediate-hiring-remote-forar-tech-coimbatore-5-to-10-years-101025027585,5-10 Yrs,Not Disclosed,1 week ago
Senior .NET Developer (MVC / Entity Framework / Frontend Frameworks),product innovator,https://www.naukri.com/job-listings-senior-net-developer-mvc-entity-framework-frontend-frameworks-yallas-technology-solutions-opc-bengaluru-7-to-12-years-101025025398,7-12 Yrs,Not Disclosed,1 week ago
Oracle Functional Consultant,Deltacubes.sharepoint.com,https://www.naukri.com/job-listings-oracle-functional-consultant-deltacubes-hyderabad-5-to-10-years-101025025237,5-10 Yrs,Not Disclosed,1 week ago
DevOps Engineer (Terraform),Gainwell Technologies,https://www.naukri.com/job-listings-devops-engineer-terraform-gainwell-technologies-chennai-9-to-14-years-101025024594,9-14 Yrs,Not Disclosed,1 week ago
Oracle Ebs Technical Consultant,Sutherland,https://www.naukri.com/job-listings-oracle-ebs-technical-consultant-sutherland-hyderabad-9-to-14-years-101025022716,9-14 Yrs,Not Disclosed,1 week ago
Oracle HCM Cloud Technical Consultant,Sutherland,https://www.naukri.com/job-listings-oracle-hcm-cloud-technical-consultant-sutherland-hyderabad-8-to-13-years-101025022313,8-13 Yrs,Not Disclosed,1 week ago
Solution Architect,Databorough India,https://www.naukri.com/job-listings-solution-architect-databorough-india-lucknow-10-to-15-years-101025020798,10-15 Yrs,Not Disclosed,1 week ago
Azure ML,Analytics,https://www.naukri.com/job-listings-azure-ml-whyflex-human-capital-solutions-bengaluru-5-to-10-years-101025020425,5-10 Yrs,Not Disclosed,1 week ago
L&D Head,"An AI-powered, cloud based SaaS provider (product based)",https://www.naukri.com/job-listings-l-d-head-pylon-management-consulting-bengaluru-10-to-13-years-101025019532,10-13 Yrs,Not Disclosed,1 week ago
Senior Data Engineer (AWS Focus),Unient India,https://www.naukri.com/job-listings-senior-data-engineer-aws-focus-unient-india-bengaluru-5-to-10-years-101025018553,5-10 Yrs,Not Disclosed,1 week ago
Data Modeller,IT,https://www.naukri.com/job-listings-data-modeller-whyflex-human-capital-solutions-bengaluru-5-to-10-years-101025018258,5-10 Yrs,Not Disclosed,1 week ago
Dot Net Fullstack Developer,Randomtrees,https://www.naukri.com/job-listings-dot-net-fullstack-developer-randomtrees-hyderabad-6-to-11-years-101025016628,6-11 Yrs,Not Disclosed,1 week ago
Oracle Hcm Functional Consultant,Sutherland,https://www.naukri.com/job-listings-oracle-hcm-functional-consultant-sutherland-hyderabad-7-to-12-years-101025014346,7-12 Yrs,Not Disclosed,1 week ago
Azure DevOps,FCS Software Solutions,https://www.naukri.com/job-listings-azure-devops-fcs-software-solutions-noida-10-to-18-years-101025013534,10-18 Yrs,Not Disclosed,1 week ago
Security - S&C - HCM - Application Security Functional Consultant,FCS Software Solutions,https://www.naukri.com/job-listings-security-s-c-hcm-application-security-functional-consultant-fcs-software-solutions-noida-8-to-12-years-101025011271,8-12 Yrs,Not Disclosed,1 week ago
Manager ICT Drafting,legal Services,https://www.naukri.com/job-listings-manager-ict-drafting-skyleaf-consultants-gurugram-9-to-14-years-101025009661,9-14 Yrs,Not Disclosed,1 week ago
Senior Python developer - remote,Kansal Corporate Solutions,https://www.naukri.com/job-listings-senior-python-developer-remote-kansal-corporate-solutions-bengaluru-7-to-11-years-100925036976,7-11 Yrs,Not Disclosed,2 days ago
Solution Architect,Dbiz.ai,https://www.naukri.com/job-listings-solution-architect-dbiz-ai-bengaluru-10-to-20-years-100925018059,10-20 Yrs,Not Disclosed,1 week ago
Workspace ONE SME,Akana Services,https://www.naukri.com/job-listings-workspace-one-sme-akana-services-bengaluru-6-to-11-years-100625019045,6-11 Yrs,Not Disclosed,2 weeks ago
Senior Guidewire & AWS Engineer,Leading Client,https://www.naukri.com/job-listings-senior-guidewire-aws-engineer-zorba-consulting-india-pvt-ltd-gurugram-8-to-10-years-091025940311,8-10 Yrs,Not Disclosed,1 week ago
Technology Consultant - iSTAR Methodologies,Leading Client,https://www.naukri.com/job-listings-technology-consultant-istar-methodologies-zorba-consulting-india-pvt-ltd-noida-7-to-10-years-091025940272,7-10 Yrs,Not Disclosed,1 week ago
Senior Manager - Data Analytics,Leading Client,https://www.naukri.com/job-listings-senior-manager-data-analytics-zorba-consulting-india-pvt-ltd-noida-8-to-10-years-091025940254,8-10 Yrs,Not Disclosed,1 week ago
Technology Consultant - iSTAR Methodologies,Leading Client,https://www.naukri.com/job-listings-technology-consultant-istar-methodologies-zorba-consulting-india-pvt-ltd-hyderabad-7-to-10-years-091025936370,7-10 Yrs,Not Disclosed,1 week ago
Technology Compliance Analyst,Simplify3x Software,https://www.naukri.com/job-listings-technology-compliance-analyst-simplify3x-software-bengaluru-5-to-10-years-091025039548,5-10 Yrs,Not Disclosed,1 week ago
Sr Data AI/ML Engineer,Svitla Systems Inc,https://www.naukri.com/job-listings-sr-data-ai-ml-engineer-svitla-systems-inc-pune-7-to-10-years-091025038885,7-10 Yrs,Not Disclosed,1 week ago
SAP CPI / HCI Developer,Consumer products based company,https://www.naukri.com/job-listings-sap-cpi-hci-developer-ml-outsourcing-services-bengaluru-7-to-12-years-091025036306,7-12 Yrs,Not Disclosed,1 week ago
CX Technical Consultant with Redwood UI Development- Remote,.,https://www.naukri.com/job-listings-cx-technical-consultant-with-redwood-ui-development-remote-hiresquad-bengaluru-7-to-12-years-091025036246,7-12 Yrs,Not Disclosed,1 week ago
Senior Database Engineer,TechBlocks,https://www.naukri.com/job-listings-senior-database-engineer-techblocks-hyderabad-7-to-12-years-091025035371,7-12 Yrs,Not Disclosed,1 week ago
ERP Cloud Technical Consultant (Fusion) -  Remote,.,https://www.naukri.com/job-listings-erp-cloud-technical-consultant-fusion-remote-hiresquad-bengaluru-7-to-12-years-091025034911,7-12 Yrs,Not Disclosed,1 week ago
