job_title,company_name,companyUrl,jobUrl,workType,contractType,salary,location,postedTime,experienceLevel
ServiceNow Developer 6 yrs,Orbion Infotech,https://in.linkedin.com/company/orbion-infotech?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/servicenow-developer-6-yrs-at-orbion-infotech-4317782331?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹140,000.00/mo - ₹150,000.00/mo",India,3 days ago,Mid-Senior level
SecOps developer,Guidance Groove,https://www.linkedin.com/company/guidance-groove?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/secops-developer-at-guidance-groove-4307010925?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹80,000.00/mo - ₹90,000.00/mo",India,1 month ago,Mid-Senior level
Cobol Programmer,TRIBES,https://uk.linkedin.com/company/tribeswork?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/cobol-programmer-at-tribes-4309581637?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Entry level
Mobile App Developer - +5 years of experience - Full remote - Contractor in USD,All European Careers,https://es.linkedin.com/company/all-european-careers?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/mobile-app-developer-%2B5-years-of-experience-full-remote-contractor-in-usd-at-all-european-careers-4307654836?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 weeks ago,Mid-Senior level
Sr. Node MEAN stack developer - Tietoevry Create (m/f/d),Tietoevry,https://fi.linkedin.com/company/tietoevry?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sr-node-mean-stack-developer-tietoevry-create-m-f-d-at-tietoevry-4288782067?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Bengaluru, Karnataka, India",1 day ago,Mid-Senior level
Informatica cloud Developer,ALIQAN Technologies,https://in.linkedin.com/company/aliqan-technologies?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/informatica-cloud-developer-at-aliqan-technologies-4275941832?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹150,000.00/yr - ₹180,000.00/yr","Aluva, Kerala, India",2 months ago,Mid-Senior level
Sr. Data Engineer Azure Databricks,Fusemachines,https://www.linkedin.com/company/fusemachines?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sr-data-engineer-azure-databricks-at-fusemachines-4281672006?trk=public_jobs_topcard-title,Information Technology,Contract,,"Pune, Maharashtra, India",2 months ago,Mid-Senior level
Cloud Engineer,Mercola,https://www.linkedin.com/company/mercola?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/cloud-engineer-at-mercola-4318371676?trk=public_jobs_topcard-title,Engineering,Contract,,India,2 days ago,Mid-Senior level
ML Engineer Specialist – AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/ml-engineer-specialist-%E2%80%93-ai-trainer-at-invisible-expert-marketplace-4314161828?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,1 week ago,Entry level
Sage Developer,Vista Applied Solutions Group Inc,https://www.linkedin.com/company/vasginc?trk=public_jobs_topcard-org-name,https://www.linkedin.com/jobs/view/sage-developer-at-vista-applied-solutions-group-inc-4316271069?trk=public_jobs_topcard-title,Information Technology,Contract,,Latin America,3 days ago,Mid-Senior level
Senior Data Engineer,AIQU,https://ae.linkedin.com/company/aiqu?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-data-engineer-at-aiqu-4318352488?trk=public_jobs_topcard-title,Engineering,Contract,,India,2 days ago,Mid-Senior level
SAP–Workday Cost Center Integration Developer,Largeton Group,https://www.linkedin.com/company/largeton-inc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sap%E2%80%93workday-cost-center-integration-developer-at-largeton-group-4314665121?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,1 week ago,Mid-Senior level
LifeRay Developer ( 1month Project ),BlackStone eIT,https://www.linkedin.com/company/blackstoneeit?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/liferay-developer-1month-project-at-blackstone-eit-4264756979?trk=public_jobs_topcard-title,Engineering,Contract,,India,3 months ago,Mid-Senior level
"Dynamics 365 Developer, F&O",C4 Technical Services,https://www.linkedin.com/company/c4-technical-services?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/dynamics-365-developer-f-o-at-c4-technical-services-4331357002?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 days ago,Mid-Senior level
Senior C sharp Developer,Wtilth Technologies,https://in.linkedin.com/company/wtilthtechnologies?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-c-sharp-developer-at-wtilth-technologies-4318317571?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,3 days ago,Entry level
Sr. AWS Data Engineer,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sr-aws-data-engineer-at-proarch-4298770817?trk=public_jobs_topcard-title,Information Technology,Contract,"₹1,800,000.00/yr - ₹2,400,000.00/yr",India,1 month ago,Mid-Senior level
Guidewire Developer,Wisdom Infotech,https://www.linkedin.com/company/wisdom-infotech?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/guidewire-developer-at-wisdom-infotech-4318805177?trk=public_jobs_topcard-title,Business Development,Contract,,India,1 day ago,Mid-Senior level
AS400/RPG Developer,KPG99 INC,https://www.linkedin.com/company/kpg-99-inc-?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/as400-rpg-developer-at-kpg99-inc-4311566748?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
Senior DevOps/Platform Engineer (Contract),nineDots.io,https://ie.linkedin.com/company/ninedots-io?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-devops-platform-engineer-contract-at-ninedots-io-4311422514?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
Site Reliability Engineer (Remote - On Contract),Jobgether,https://be.linkedin.com/company/jobgether?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/site-reliability-engineer-remote-on-contract-at-jobgether-4315674110?trk=public_jobs_topcard-title,Information Technology,Contract,,India,1 week ago,Mid-Senior level
Data Engineer(ETL ODI) Contract,Vienna Consultancy,https://in.linkedin.com/company/vienna-consultancy?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/data-engineer-etl-odi-contract-at-vienna-consultancy-4311506611?trk=public_jobs_topcard-title,Engineering,Contract,,India,2 weeks ago,Mid-Senior level
Technical Lead - Gen AI,Aceolution,https://www.linkedin.com/company/aceolution?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/technical-lead-gen-ai-at-aceolution-4315703669?trk=public_jobs_topcard-title,Information Technology,Contract,,India,1 week ago,Mid-Senior level
ENG: Senior System Engineer (Remote Position),GIGAKOM,https://www.linkedin.com/company/gigakom?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/eng-senior-system-engineer-remote-position-at-gigakom-4278058278?trk=public_jobs_topcard-title,Information Technology,Contract,,"Mumbai, Maharashtra, India",3 months ago,Mid-Senior level
Playwright_Sr. QA Engineer (Automation) - Tietoevry Create ( m/f/d),Tietoevry,https://fi.linkedin.com/company/tietoevry?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/playwright-sr-qa-engineer-automation-tietoevry-create-m-f-d-at-tietoevry-4309751467?trk=public_jobs_topcard-title,"Marketing, Public Relations, and Writing/Editing",Contract,,"Bengaluru, Karnataka, India",2 weeks ago,Mid-Senior level
Coding Specialist (Fluent in Hindi) - AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/coding-specialist-fluent-in-hindi-ai-trainer-at-invisible-expert-marketplace-4250959832?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,5 days ago,Mid-Senior level
Integration Developer / Application Support Engineer (MuleSoft & OIC),Tech USA,https://www.linkedin.com/company/tech-usa?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/integration-developer-application-support-engineer-mulesoft-oic-at-tech-usa-4309280949?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
Sitecore Developer - .Net Framework,Creative Technostructure,https://in.linkedin.com/company/creative-technostructure?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sitecore-developer-net-framework-at-creative-technostructure-4306843180?trk=public_jobs_topcard-title,Information Technology,Contract,,Greater Kolkata Area,1 month ago,Entry level
SAP Business Objects & Power BI Developer,Papigen,https://www.linkedin.com/company/about-papigen?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sap-business-objects-power-bi-developer-at-papigen-4307351043?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 weeks ago,Mid-Senior level
Senior Software Engineer - Angular/Java,3Pillar,https://www.linkedin.com/company/3pillar?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-software-engineer-angular-java-at-3pillar-4318012548?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Delhi, India",1 hour ago,Mid-Senior level
Senior Backend Engineer (GoLang) – Remote | Immediate Joiners Only,Proximity Works,https://www.linkedin.com/company/proxwrks?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-backend-engineer-golang-%E2%80%93-remote-immediate-joiners-only-at-proximity-works-4319096698?trk=public_jobs_topcard-title,Engineering,Contract,,India,3 days ago,Mid-Senior level
Senior Backend Engineer - AI-Augmented Development 🚀,Truey,https://www.linkedin.com/company/truey?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-backend-engineer-ai-augmented-development-%F0%9F%9A%80-at-truey-4318808918?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,1 day ago,Mid-Senior level
Senior Site Reliability Engineer,iVoyant,https://www.linkedin.com/company/ivoyant-llc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-site-reliability-engineer-at-ivoyant-4318670256?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 days ago,Mid-Senior level
Senior PeopleSoft Developer - Contractor in USD,All European Careers,https://es.linkedin.com/company/all-european-careers?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-peoplesoft-developer-contractor-in-usd-at-all-european-careers-4307661074?trk=public_jobs_topcard-title,Information Technology,Contract,,"Maharashtra, India",3 weeks ago,Mid-Senior level
"Xano Developer / Expert / Specialist (Individual, not Agency)",WithGrowth,https://sa.linkedin.com/company/withgrowth?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/xano-developer-expert-specialist-individual-not-agency-at-withgrowth-4308836113?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,3 weeks ago,Entry level
Senior Data Engineer (Snowflake & AWS),NSKH Tech,https://in.linkedin.com/company/nskh?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-data-engineer-snowflake-aws-at-nskh-tech-4309489466?trk=public_jobs_topcard-title,Information Technology,Contract,"₹2,000,000.00/yr - ₹2,500,000.00/yr",India,3 weeks ago,Mid-Senior level
Site Reliability Engineer (Remote - On Contract),Orca Pacific: A Monks Company,https://www.linkedin.com/company/orcapacific?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/site-reliability-engineer-remote-on-contract-at-orca-pacific-a-monks-company-4304197390?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Bengaluru, Karnataka, India",1 month ago,Mid-Senior level
Informatica cloud Developer,ALIQAN Technologies,https://in.linkedin.com/company/aliqan-technologies?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/informatica-cloud-developer-at-aliqan-technologies-4275004174?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹150,000.00/yr - ₹180,000.00/yr","Delhi, India",2 months ago,Mid-Senior level
SSE Android 1 Year Contract with cloud-based SaaS company,CareerXperts Consulting,https://in.linkedin.com/company/careerxperts-consulting?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sse-android-1-year-contract-with-cloud-based-saas-company-at-careerxperts-consulting-4317667177?trk=public_jobs_topcard-title,Information Technology,Contract,,India,1 day ago,Mid-Senior level
Senior Data Engineer,HealthyMe AI,https://www.linkedin.com/company/healthyme-ai?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-data-engineer-at-healthyme-ai-4295400180?trk=public_jobs_topcard-title,Information Technology,Contract,,India,1 month ago,Mid-Senior level
Oracle Data Integrator (ODI) Developer,KPG99 INC,https://www.linkedin.com/company/kpg-99-inc-?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/oracle-data-integrator-odi-developer-at-kpg99-inc-4318511006?trk=public_jobs_topcard-title,Information Technology,Contract,,India,4 days ago,Mid-Senior level
Accessibility QA Tester – Visually Impaired / Blind,Exemplifi,https://www.linkedin.com/company/exemplifi?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/accessibility-qa-tester-%E2%80%93-visually-impaired-blind-at-exemplifi-4319101270?trk=public_jobs_topcard-title,Quality Assurance,Contract,,India,1 hour ago,Entry level
MLOps Engineer,X4 Technology,https://uk.linkedin.com/company/x4-technology?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/mlops-engineer-at-x4-technology-4310726060?trk=public_jobs_topcard-title,Information Technology,Contract,,India,2 weeks ago,Mid-Senior level
ServiceNow IRM,BCforward,https://www.linkedin.com/company/bcforward?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/servicenow-irm-at-bcforward-4314116063?trk=public_jobs_topcard-title,"Finance, Business Development, and Information Technology",Contract,,"Bangalore Rural, Karnataka, India",1 week ago,Mid-Senior level
Salesforce Developer with Google Cloud Platform (GCP),"Ekloud, Inc.",https://www.linkedin.com/company/ekloud?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/salesforce-developer-with-google-cloud-platform-gcp-at-ekloud-inc-4319250025?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 hours ago,Entry level
Oracle Integration Cloud (OIC) Developer,Vienna Consultancy,https://in.linkedin.com/company/vienna-consultancy?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/oracle-integration-cloud-oic-developer-at-vienna-consultancy-4312052228?trk=public_jobs_topcard-title,Engineering,Contract,,India,2 weeks ago,Mid-Senior level
Python Service implementation,People Prime Worldwide,https://in.linkedin.com/company/peopleprimeww?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/python-service-implementation-at-people-prime-worldwide-4318891980?trk=public_jobs_topcard-title,"Information Technology, Business Development, and Design",Contract,,India,4 hours ago,Mid-Senior level
Teamcenter PLM professional,cybinck,https://www.linkedin.com/company/cybinck?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/teamcenter-plm-professional-at-cybinck-4319290544?trk=public_jobs_topcard-title,IT Services and IT Consulting,Contract,,India,3 minutes ago,Entry level
Senior Software Engineer - Angular (Contractor),3Pillar,https://www.linkedin.com/company/3pillar?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-software-engineer-angular-contractor-at-3pillar-4298196354?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,3 weeks ago,Mid-Senior level
Camstar MES Experts in India,cybinck,https://www.linkedin.com/company/cybinck?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/camstar-mes-experts-in-india-at-cybinck-4318363900?trk=public_jobs_topcard-title,"General Business, Management, and Business Development",Contract,,India,2 days ago,Entry level
Oracle Integration Cloud+ EDI,Mastech Digital,https://www.linkedin.com/company/infotrellis?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/oracle-integration-cloud%2B-edi-at-mastech-digital-4315965273?trk=public_jobs_topcard-title,Information Technology,Contract,,India,4 days ago,Mid-Senior level
Sap Advanced Business Application Programming Developer,PANFISH Solutions Pvt Ltd,https://in.linkedin.com/company/panfish-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sap-advanced-business-application-programming-developer-at-panfish-solutions-pvt-ltd-4332014126?trk=public_jobs_topcard-title,Information Technology,Contract,,"Hyderabad, Telangana, India",1 hour ago,Mid-Senior level
Senior Voice Integration Engineer – Cisco Webex / SIP,221 B Baker ST,https://in.linkedin.com/company/twotwo1bbs?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-voice-integration-engineer-%E2%80%93-cisco-webex-sip-at-221-b-baker-st-4314295046?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,1 week ago,Mid-Senior level
Senior Agentic AI Developer (4+ year),MindBrain,https://in.linkedin.com/company/mindbrain?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-agentic-ai-developer-4%2B-year-at-mindbrain-4319140886?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,3 hours ago,Mid-Senior level
Senior Data Engineer,EbizON,https://in.linkedin.com/company/ebizon?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-data-engineer-at-ebizon-4317828884?trk=public_jobs_topcard-title,Information Technology,Contract,,"Noida, Uttar Pradesh, India",5 days ago,Mid-Senior level
Senior AI Engineer,RED Global,https://uk.linkedin.com/company/red-commerce?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-ai-engineer-at-red-global-4316250807?trk=public_jobs_topcard-title,Consulting,Contract,,India,3 days ago,Mid-Senior level
Enterprise Architect,Paritas Recruitment,https://uk.linkedin.com/company/paritas-recruitment?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/enterprise-architect-at-paritas-recruitment-4308746393?trk=public_jobs_topcard-title,Information Technology and Consulting,Contract,,India,2 weeks ago,Mid-Senior level
Senior Machine Learning Engineer - Contract,Tractable,https://uk.linkedin.com/company/tractable?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-machine-learning-engineer-contract-at-tractable-4315967629?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Noida, Uttar Pradesh, India",4 days ago,Mid-Senior level
Sr Security Assurance Engineer,Databricks,https://www.linkedin.com/company/databricks?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sr-security-assurance-engineer-at-databricks-4315904177?trk=public_jobs_topcard-title,Information Technology,Contract,,India,5 days ago,Mid-Senior level
Adobe Journey Optimizer Developer C2H ( Remote),Cortex Consultants LLC,https://www.linkedin.com/company/cortex-consultants?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/adobe-journey-optimizer-developer-c2h-remote-at-cortex-consultants-llc-4243597922?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,4 months ago,Entry level
Guidewire BC Integration / Configuration Developer,BlitzenX,https://www.linkedin.com/company/blitzenx8?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/guidewire-bc-integration-configuration-developer-at-blitzenx-4299104917?trk=public_jobs_topcard-title,Information Technology,Contract,,"Bengaluru, Karnataka, India",1 month ago,Mid-Senior level
Duck Creek Claims Developer (V10 or V11),Next Ventures,https://uk.linkedin.com/company/next-ventures?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/duck-creek-claims-developer-v10-or-v11-at-next-ventures-4305327588?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 weeks ago,Mid-Senior level
Senior UI Interface NextJS Developer Full Time Location: Remote,Atigro,https://www.linkedin.com/company/atigro?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-ui-interface-nextjs-developer-full-time-location-remote-at-atigro-4289284730?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,2 months ago,Entry level
"Staff Security Engineer, Field Assurance",Databricks,https://www.linkedin.com/company/databricks?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/staff-security-engineer-field-assurance-at-databricks-4315910148?trk=public_jobs_topcard-title,Information Technology,Contract,,India,5 days ago,Mid-Senior level
Machine Learning & Coding Expert (SME),Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/machine-learning-coding-expert-sme-at-invisible-expert-marketplace-4314153888?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,1 week ago,Entry level
Bash Coding Specialist - AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/bash-coding-specialist-ai-trainer-at-invisible-expert-marketplace-4263903678?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,3 days ago,Mid-Senior level
Technology and Innovation - Salesforce Revenue Cloud Developer,Riveron,https://www.linkedin.com/company/riveron?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/technology-and-innovation-salesforce-revenue-cloud-developer-at-riveron-4317447881?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Pune, Maharashtra, India",4 days ago,Entry level
Oracle CPQ Developer,Amazure Technologies Pvt Ltd,https://in.linkedin.com/company/amazure-technologies-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/oracle-cpq-developer-at-amazure-technologies-pvt-ltd-4317699398?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 hours ago,Entry level
Salesforce Commerce Cloud Developer,ALIQAN Technologies,https://in.linkedin.com/company/aliqan-technologies?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/salesforce-commerce-cloud-developer-at-aliqan-technologies-4268771462?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹120,000.00/mo - ₹130,000.00/mo","Pune, Maharashtra, India",3 months ago,Mid-Senior level
Coding Specialist (Fluent in Chinese) – AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/coding-specialist-fluent-in-chinese-%E2%80%93-ai-trainer-at-invisible-expert-marketplace-4315158515?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,1 week ago,Entry level
IAM Engineer (SailPoint IdentityIQ),Guidance Groove,https://www.linkedin.com/company/guidance-groove?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/iam-engineer-sailpoint-identityiq-at-guidance-groove-4318331681?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹100,000.00/mo - ₹140,000.00/mo",India,3 weeks ago,Mid-Senior level
Exchange Migration Architect – On-Premises to Microsoft 365-Remote Local to (Noida/Bengaluru/Hyderabad/Gurugram/Pune),ideaHelix,https://www.linkedin.com/company/ideahelix-inc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/exchange-migration-architect-%E2%80%93-on-premises-to-microsoft-365-remote-local-to-noida-bengaluru-hyderabad-gurugram-pune-at-ideahelix-4319150681?trk=public_jobs_topcard-title,Information Technology,Contract,,India,5 hours ago,Mid-Senior level
Salesforce CPQ Developer,"Ekloud, Inc.",https://www.linkedin.com/company/ekloud?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/salesforce-cpq-developer-at-ekloud-inc-4319111025?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 hours ago,Entry level
Coding Specialist - AI Trainer (Fluent in Italian),Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/coding-specialist-ai-trainer-fluent-in-italian-at-invisible-expert-marketplace-4315161368?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,1 week ago,Mid-Senior level
Hexagon EAM Engineer,Guidance Groove,https://www.linkedin.com/company/guidance-groove?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/hexagon-eam-engineer-at-guidance-groove-4317751504?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,4 weeks ago,Mid-Senior level
Cognos BI Reports Developer,ProArch,https://www.linkedin.com/company/proarch-it-solutions-pvt-ltd?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/cognos-bi-reports-developer-at-proarch-4298775481?trk=public_jobs_topcard-title,Information Technology,Contract,"₹1,200,000.00/yr - ₹1,500,000.00/yr",India,1 month ago,Mid-Senior level
Coding Specialist (Fluent in Telugu) – AI Trainer,Invisible Expert Marketplace,https://www.linkedin.com/company/invisible-expert-marketplace?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/coding-specialist-fluent-in-telugu-%E2%80%93-ai-trainer-at-invisible-expert-marketplace-4292313551?trk=public_jobs_topcard-title,"Consulting, Training, and Information Technology",Contract,,India,2 weeks ago,Entry level
(Senior) AI/ML developer - +3 years experience - Full remote - Contractor in USD,All European Careers,https://es.linkedin.com/company/all-european-careers?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-ai-ml-developer-%2B3-years-experience-full-remote-contractor-in-usd-at-all-european-careers-4315560826?trk=public_jobs_topcard-title,"Information Technology, Consulting, and Analyst",Contract,,"Maharashtra, India",1 week ago,Mid-Senior level
Sr. Azure Python Integration Developer,Guidance Groove,https://www.linkedin.com/company/guidance-groove?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/sr-azure-python-integration-developer-at-guidance-groove-4316641976?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"SAR 80,000.00/mo - SAR 90,000.00/mo",India,1 month ago,Mid-Senior level
Power Automate developer,Digitrix Software LLP,https://in.linkedin.com/company/digitrix-software-llp?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/power-automate-developer-at-digitrix-software-llp-4306174879?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,India,3 weeks ago,Entry level
Powershell developer ||Contract|| Remote.,Marktine Technology Solutions Pvt Ltd,https://in.linkedin.com/company/marktine?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/powershell-developer-contract-remote-at-marktine-technology-solutions-pvt-ltd-4311854247?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,,"Bengaluru, Karnataka, India",2 weeks ago,Entry level
Guidewire Rating Developer,BlitzenX,https://www.linkedin.com/company/blitzenx8?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/guidewire-rating-developer-at-blitzenx-4299113581?trk=public_jobs_topcard-title,Information Technology,Contract,,"Bengaluru, Karnataka, India",1 month ago,Mid-Senior level
Denodo Developer,InfyStrat Software Services,https://za.linkedin.com/company/infystrat-software-services?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/denodo-developer-at-infystrat-software-services-4285148543?trk=public_jobs_topcard-title,Information Technology,Contract,,India,3 months ago,Mid-Senior level
Site Reliability Engineer,SourcingXPress,https://in.linkedin.com/company/sourcingxpress?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/site-reliability-engineer-at-sourcingxpress-4302522775?trk=public_jobs_topcard-title,Engineering and Information Technology,Contract,"₹2,400,000.00/yr - ₹3,200,000.00/yr","Hyderabad, Telangana, India",1 month ago,Entry level
Senior Software Engineer - AI Training Review Layer (Python),G2i Inc.,https://www.linkedin.com/company/g2i-inc?trk=public_jobs_topcard-org-name,https://in.linkedin.com/jobs/view/senior-software-engineer-ai-training-review-layer-python-at-g2i-inc-4319330574?trk=public_jobs_topcard-title,Information Technology,Contract,,India,32 minutes ago,Mid-Senior level
